,age_group,age,idx,household,school,workplace
4750,19-64,27,4750,78,,waste management
4751,19-64,44,4751,520,,waste management
4752,6-18,15,4752,798,1,
4753,19-64,60,4753,1945,0,schools
4754,19-64,36,4754,1148,,retail
4755,19-64,52,4755,173,,manufacturing
4756,65-90,81,4756,1804,,
4757,19-64,48,4757,680,,health
4758,65-90,70,4758,1935,,
4759,19-64,51,4759,589,,wholesale
4760,19-64,47,4760,739,,
4761,19-64,42,4761,1142,,waste management
4762,19-64,45,4762,795,,finance
4763,19-64,54,4763,1724,,health
4764,65-90,89,4764,310,,
4765,19-64,63,4765,1225,,
4766,19-64,52,4766,1984,,manufacturing
4767,6-18,13,4767,462,1,
4768,19-64,62,4768,764,,other
4769,19-64,60,4769,355,,construction
4770,19-64,52,4770,363,,public
4771,6-18,10,4771,1553,1,
4772,6-18,17,4772,639,1,
4773,19-64,57,4773,1135,,waste management
4774,19-64,37,4774,1419,,other
4775,6-18,15,4775,1561,1,
4776,19-64,29,4776,979,,arts
4777,6-18,12,4777,792,1,
4778,19-64,53,4778,1926,,waste management
4779,19-64,48,4779,678,,health
4780,65-90,68,4780,1708,,
4781,65-90,90,4781,528,,
4782,19-64,25,4782,79,,health
4783,19-64,63,4783,920,,manufacturing
4784,19-64,50,4784,1424,,transportation
4785,19-64,38,4785,1714,,other
4786,19-64,47,4786,1282,,health
4787,19-64,33,4787,629,,retail
4788,19-64,48,4788,1268,,
4789,65-90,90,4789,2004,,
4790,19-64,45,4790,585,,public
4791,19-64,47,4791,180,,health
4792,65-90,70,4792,843,,
4793,19-64,22,4793,1594,,health
4794,19-64,58,4794,489,,transportation
4795,19-64,55,4795,1811,,waste management
4796,6-18,17,4796,558,1,
4797,65-90,84,4797,1623,,
4798,19-64,61,4798,1734,,manufacturing
4799,19-64,42,4799,1282,,finance
4800,19-64,63,4800,493,,manufacturing
4801,19-64,58,4801,849,,manufacturing
4802,19-64,20,4802,384,,
4803,19-64,51,4803,1964,1,schools
4804,65-90,71,4804,1656,,
4805,19-64,38,4805,1592,,finance
4806,19-64,22,4806,820,,health
4807,19-64,58,4807,1696,,wholesale
4808,65-90,73,4808,454,,
4809,19-64,28,4809,734,,retail
4810,19-64,48,4810,265,,transportation
4811,6-18,13,4811,1079,0,
4812,0-5,4,4812,818,,
4813,6-18,12,4813,1373,1,
4814,65-90,84,4814,1403,,
4815,19-64,45,4815,1435,,public
4816,19-64,47,4816,811,,health
4817,19-64,52,4817,1151,,health
4818,19-64,40,4818,557,,
4819,19-64,22,4819,272,,manufacturing
4820,6-18,14,4820,136,0,
4821,65-90,84,4821,2048,,
4822,65-90,88,4822,947,,
4823,19-64,30,4823,374,,manufacturing
4824,19-64,42,4824,535,,health
4825,6-18,7,4825,1130,0,
4826,65-90,80,4826,2037,,
4827,19-64,57,4827,1086,,retail
4828,6-18,11,4828,1460,1,
4829,19-64,53,4829,1609,,finance
4830,19-64,51,4830,1475,,health
4831,65-90,72,4831,2081,,
4832,19-64,26,4832,235,,transportation
4833,19-64,61,4833,1315,,retail
4834,19-64,22,4834,1731,,health
4835,6-18,13,4835,1249,1,
4836,65-90,86,4836,335,,
4837,0-5,5,4837,467,1,
4838,19-64,64,4838,1008,,information
4839,19-64,27,4839,205,,waste management
4840,65-90,87,4840,131,,
4841,19-64,24,4841,813,,retail
4842,19-64,24,4842,1503,,arts
4843,19-64,36,4843,751,,waste management
4844,65-90,80,4844,1018,,
4845,19-64,43,4845,903,,health
4846,65-90,85,4846,2001,,
4847,19-64,31,4847,2029,,waste management
4848,65-90,89,4848,425,,
4849,19-64,26,4849,990,,health
4850,19-64,56,4850,156,,construction
4851,19-64,31,4851,138,,health
4852,19-64,32,4852,31,,waste management
4853,19-64,30,4853,1099,,finance
4854,19-64,26,4854,1560,,manufacturing
4855,0-5,0,4855,1074,,
4856,19-64,43,4856,1236,,retail
4857,6-18,18,4857,797,1,
4858,19-64,21,4858,1226,,health
4859,19-64,44,4859,913,,manufacturing
4860,65-90,78,4860,1865,,
4861,6-18,17,4861,315,0,
4862,19-64,31,4862,776,,finance
4863,0-5,2,4863,215,,
4864,19-64,28,4864,757,,arts
4865,65-90,78,4865,470,,
4866,19-64,63,4866,1742,,waste management
4867,65-90,89,4867,2082,,
4868,19-64,49,4868,390,,waste management
4869,65-90,83,4869,841,,
4870,19-64,25,4870,484,,finance
4871,65-90,67,4871,1084,,
4872,6-18,17,4872,409,0,
4873,19-64,19,4873,634,,other
4874,19-64,31,4874,14,,waste management
4875,6-18,16,4875,687,1,
4876,19-64,29,4876,653,,public
4877,6-18,13,4877,982,1,
4878,6-18,8,4878,51,1,
4879,19-64,41,4879,503,,
4880,6-18,10,4880,995,1,
4881,19-64,25,4881,1010,,finance
4882,6-18,6,4882,1473,0,
4883,19-64,52,4883,518,,public
4884,65-90,89,4884,1233,,
4885,19-64,29,4885,542,,arts
4886,19-64,29,4886,1177,,manufacturing
4887,19-64,36,4887,1104,,waste management
4888,19-64,20,4888,599,1,schools
4889,65-90,82,4889,1032,,
4890,19-64,60,4890,669,,waste management
4891,6-18,9,4891,1864,0,
4892,19-64,56,4892,2055,,other
4893,19-64,61,4893,766,,waste management
4894,19-64,60,4894,2060,,health
4895,65-90,77,4895,1898,,
4896,65-90,85,4896,730,,
4897,0-5,2,4897,1054,,
4898,19-64,45,4898,144,,manufacturing
4899,19-64,27,4899,1525,,health
4900,19-64,35,4900,1088,,health
4901,65-90,74,4901,976,,
4902,19-64,29,4902,237,,health
4903,19-64,62,4903,1787,,manufacturing
4904,19-64,20,4904,337,,transportation
4905,6-18,9,4905,275,0,
4906,19-64,33,4906,788,,retail
4907,19-64,22,4907,699,,health
4908,65-90,80,4908,159,,
4909,65-90,78,4909,1515,,
4910,65-90,68,4910,937,,
4911,19-64,45,4911,693,,finance
4912,19-64,57,4912,1792,,waste management
4913,19-64,41,4913,1336,,waste management
4914,19-64,45,4914,1421,,health
4915,19-64,23,4915,1085,,arts
4916,19-64,22,4916,1419,,health
4917,19-64,44,4917,1011,,construction
4918,19-64,57,4918,809,,arts
4919,19-64,34,4919,1363,,arts
4920,65-90,84,4920,26,,
4921,19-64,27,4921,1572,,
4922,19-64,28,4922,940,,
4923,19-64,39,4923,1005,,manufacturing
4924,19-64,53,4924,434,,waste management
4925,65-90,67,4925,1857,,
4926,19-64,31,4926,327,,arts
4927,19-64,49,4927,638,,waste management
4928,6-18,9,4928,1289,0,
4929,19-64,31,4929,165,,other
4930,19-64,34,4930,766,,other
4931,6-18,16,4931,439,0,
4932,19-64,53,4932,803,1,schools
4933,19-64,62,4933,1890,,arts
4934,19-64,56,4934,1649,,
4935,65-90,90,4935,1052,,
4936,19-64,60,4936,1751,,retail
4937,19-64,59,4937,1601,,retail
4938,65-90,67,4938,1649,,
4939,19-64,62,4939,1605,,manufacturing
4940,6-18,14,4940,1389,0,
4941,19-64,43,4941,1564,,construction
4942,19-64,63,4942,1392,,health
4943,6-18,13,4943,1886,0,
4944,19-64,55,4944,329,,transportation
4945,19-64,51,4945,1476,,other
4946,19-64,63,4946,787,,waste management
4947,19-64,23,4947,534,,manufacturing
4948,6-18,13,4948,1556,1,
4949,19-64,22,4949,268,,health
4950,0-5,2,4950,903,,
4951,19-64,59,4951,1060,,transportation
4952,19-64,43,4952,281,,health
4953,19-64,26,4953,481,,finance
4954,19-64,38,4954,158,,finance
4955,6-18,13,4955,62,1,
4956,6-18,7,4956,323,0,
4957,19-64,26,4957,118,,other
4958,19-64,26,4958,1103,,manufacturing
4959,65-90,67,4959,1889,,
4960,65-90,75,4960,1695,,
4961,19-64,38,4961,506,,health
4962,19-64,52,4962,1943,,manufacturing
4963,0-5,2,4963,1356,,
4964,19-64,59,4964,1960,,public
4965,19-64,19,4965,1723,,manufacturing
4966,19-64,56,4966,2033,,transportation
4967,19-64,39,4967,726,,public
4968,19-64,56,4968,1571,,transportation
4969,19-64,55,4969,1647,,waste management
4970,65-90,77,4970,1861,,
4971,19-64,53,4971,1408,,health
4972,19-64,29,4972,600,,waste management
4973,65-90,80,4973,1542,,
4974,65-90,70,4974,2061,,
4975,19-64,55,4975,675,,arts
4976,6-18,16,4976,933,0,
4977,19-64,42,4977,359,,retail
4978,19-64,57,4978,1879,,manufacturing
4979,65-90,82,4979,2020,,
4980,19-64,25,4980,1297,,information
4981,19-64,19,4981,1127,,health
4982,65-90,75,4982,9,,
4983,0-5,3,4983,1532,,
4984,6-18,8,4984,488,1,
4985,19-64,48,4985,1561,,health
4986,19-64,21,4986,1275,,finance
4987,19-64,46,4987,180,,other
4988,19-64,64,4988,2035,,manufacturing
4989,19-64,20,4989,1466,,
4990,65-90,79,4990,1255,,
4991,6-18,13,4991,257,1,
4992,19-64,37,4992,201,,other
4993,19-64,26,4993,187,,information
4994,65-90,82,4994,1673,,
4995,0-5,0,4995,51,,
4996,19-64,35,4996,1899,,transportation
4997,0-5,2,4997,1045,,
4998,19-64,49,4998,865,,retail
4999,6-18,16,4999,995,0,
